"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment",,,,,,,,,,,,,,
"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment",,,,,,,,,,,,,,
State or DC,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
13000,Georgia,2,  Real personal income (millions of constant (2012) dollars) 2,388674.5,390997.7,411246.1,436653.2,447343.6,465347.3,481891.4,504912.8,533033.1,545636.2,(NA)
13000,Georgia,3,  Real PCE (millions of constant (2012) dollars) 3,320127,328386.8,339990.6,353783,363854.3,376182.3,390255.1,400908.4,390983.9,424021.6,(NA)
13000,Georgia,,Current dollar statistics (millions of dollars),,,,,,,,,,,
13000,Georgia,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),583543.3,612803.4,646939,637930.6,701606.1,767377.6
13000,Georgia,5,  Personal income,369040.2,374124.6,398585.7,423242,441039.1,467592.5,491088,516552.1,552248.9,606113.6,617553
13000,Georgia,6,  Disposable personal income,332462.4,333490.4,355074.7,375453.3,392132.8,414875.6,438862,460334.6,494389,535060.9,533857.7
13000,Georgia,7,  Personal consumption expenditures,305937,317022.1,333433.2,346858.4,361258,380330.8,399888.2,415860.9,412232,471227.9,517334.8
13000,Georgia,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
13000,Georgia,8,  Real per capita personal income 4,39232,39176,40808,42845,43355,44623,45753,47441,49696,50524,(NA)
13000,Georgia,9,  Real per capita PCE 5,32313,32903,33737,34714,35263,36073,37052,37669,36453,39263,(NA)
13000,Georgia,,Per capita current dollar statistics,,,,,,,,,,,
13000,Georgia,10,  Per capita personal income 6,37251,37486,39551,41529,42744,44838,46626,48535,51469,56184,56589
13000,Georgia,11,  Per capita disposable personal income 7,33558,33414,35234,36840,38004,39783,41667,43253,46076,49598,48920
13000,Georgia,12,  Per capita personal consumption expenditures (PCE) 8,30881,31764,33086,34034,35012,36470,37967,39074,38419,43681,47406
13000,Georgia,,Price indexes,,,,,,,,,,,
13000,Georgia,13,  Regional price parities (RPPs) 9,95.706,95.311,95.327,95.095,95.503,95.309,94.763,94.313,94.417,95.784,(NA)
13000,Georgia,14,  Implicit regional price deflator 10,95.706,96.601,98.079,98.058,99.465,101.079,102.645,103.681,104.939,110.746,(NA)
13000,Georgia,,Employment,,,,,,,,,,,
13000,Georgia,15,  Total employment (number of jobs),5384734,5497190,5671135,5832928,5973764,6128089,6287460,6398989,6326647,6639656,6971461
15000,Hawaii,,Real dollar statistics,,,,,,,,,,,
15000,Hawaii,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),87436.4,88836.4,88945.3,79592.5,84121.5,85211.4
15000,Hawaii,2,  Real personal income (millions of constant (2012) dollars) 2,56425.2,55295.9,58020.5,60244.1,62241.1,63795.1,63589.7,65080.5,66553.5,67312.3,(NA)
15000,Hawaii,3,  Real PCE (millions of constant (2012) dollars) 3,47457.9,47315.7,48787.4,49652.2,51013.8,52234.7,53750.2,54559.9,51114.6,54126.6,(NA)
15000,Hawaii,,Current dollar statistics (millions of dollars),,,,,,,,,,,
15000,Hawaii,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),87436.4,90933.5,93356.2,84615.2,93089.8,101082.6
15000,Hawaii,5,  Personal income,61161.6,61983.4,65182.2,68200.8,70744.8,73646.4,75266.4,78551.8,82761.3,88948,88973.3
15000,Hawaii,6,  Disposable personal income,55487.6,55608.1,58411.7,60613.2,62818,65432.2,67147.3,69829.4,73819.6,77946,76453
15000,Hawaii,7,  Personal consumption expenditures,51522.3,53755.6,55526.2,57197.6,58616.6,61319.4,63974.4,66783.5,63900.8,71696.3,78713.6
15000,Hawaii,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
15000,Hawaii,8,  Real per capita personal income 4,40160,38854,40455,41649,42718,43744,43549,44666,45839,46694,(NA)
15000,Hawaii,9,  Real per capita PCE 5,33777,33247,34017,34326,35013,35817,36811,37446,35205,37547,(NA)
15000,Hawaii,,Per capita current dollar statistics,,,,,,,,,,,
15000,Hawaii,10,  Per capita personal income 6,43531,43553,45448,47150,48555,50499,51546,53912,57036,61464,61779
15000,Hawaii,11,  Per capita disposable personal income 7,39492,39073,40727,41904,43114,44867,45986,47926,50873,53862,53085
15000,Hawaii,12,  Per capita personal consumption expenditures (PCE) 8,36670,37772,38715,39543,40231,42047,43813,45835,44038,49543,54655
15000,Hawaii,,Price indexes,,,,,,,,,,,
15000,Hawaii,13,  Regional price parities (RPPs) 9,109.249,111.706,110.776,111.441,110.641,110.449,110.836,111.634,112.709,113.227,(NA)
15000,Hawaii,14,  Implicit regional price deflator 10,109.249,113.218,113.973,114.913,115.231,117.135,120.055,122.722,125.27,130.914,(NA)
15000,Hawaii,,Employment,,,,,,,,,,,
15000,Hawaii,15,  Total employment (number of jobs),849130,868191,882702,901126,914921,921135,924352,914019,817697,861096,903622
16000,Idaho,,Real dollar statistics,,,,,,,,,,,
16000,Idaho,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),72935.1,77652.1,81261.3,82818.6,87992.9,91683.7
16000,Idaho,2,  Real personal income (millions of constant (2012) dollars) 2,60112.1,61763.9,63856.4,67351.4,70498.7,71901.3,77144.5,81848.1,90742.6,94097.1,(NA)
16000,Idaho,3,  Real PCE (millions of constant (2012) dollars) 3,48271.2,49492.4,50586,52448.5,55554.7,57181.6,61798.4,62895.5,64395.2,71190.1,(NA)
16000,Idaho,,Current dollar statistics (millions of dollars),,,,,,,,,,,
16000,Idaho,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),72935.1,79072.4,84550.2,88187.7,98792.8,110871.1
16000,Idaho,5,  Personal income,55719.8,57790.6,60897,64564.3,67294.1,71472.6,76529.6,83019.4,91888.5,103114,109775.9
16000,Idaho,6,  Disposable personal income,50778,52301.8,55056.4,58068.7,60326.5,64179.3,69122.7,74688.7,82333.3,91551.3,96354.6
16000,Idaho,7,  Personal consumption expenditures,44975.4,47257.8,49478.7,50824.9,53613.5,56744.1,60086.6,62636.7,64146.6,75485,84364.2
16000,Idaho,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
16000,Idaho,8,  Real per capita personal income 4,37570,38172,38933,40514,41565,41465,43618,45269,49109,49501,(NA)
16000,Idaho,9,  Real per capita PCE 5,30169,30588,30842,31549,32755,32976,34941,34787,34850,37450,(NA)
16000,Idaho,,Per capita current dollar statistics,,,,,,,,,,,
16000,Idaho,10,  Per capita personal income 6,34825,35716,37128,38838,39676,41218,43270,45917,49691,54148,56614
16000,Idaho,11,  Per capita disposable personal income 7,31736,32324,33567,34930,35568,37012,39082,41309,44524,48076,49692
16000,Idaho,12,  Per capita personal consumption expenditures (PCE) 8,28109,29207,30167,30573,31610,32724,33973,34643,34689,39639,43508
16000,Idaho,,Price indexes,,,,,,,,,,,
16000,Idaho,13,  Regional price parities (RPPs) 9,93.586,93.421,94.196,94.44,92.82,94.507,91.682,92.475,90.959,91.776,(NA)
16000,Idaho,14,  Implicit regional price deflator 10,93.586,94.686,96.915,97.383,96.67,100.228,99.307,101.66,101.096,106.112,(NA)
16000,Idaho,,Employment,,,,,,,,,,,
16000,Idaho,15,  Total employment (number of jobs),883162,903016,925548,949392,976719,1007831,1041387,1063687,1077864,1137618,1190624
17000,Illinois,,Real dollar statistics,,,,,,,,,,,
17000,Illinois,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),832826.8,851517.2,857985,810210.1,852749.1,864170.9
17000,Illinois,2,  Real personal income (millions of constant (2012) dollars) 2,588324.8,598683.9,621833.9,653427.7,649493,651755.3,670528.3,687637.5,712986.7,728882.6,(NA)
17000,Illinois,3,  Real PCE (millions of constant (2012) dollars) 3,459574.7,465628.1,478434.8,493497.2,498923.9,502483.2,513351.7,523670.9,497667.2,535571.6,(NA)
17000,Illinois,,Current dollar statistics (millions of dollars),,,,,,,,,,,
17000,Illinois,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),832826.8,871024.2,895800,860747.5,943993.3,1025667.2
17000,Illinois,5,  Personal income,593814.2,605681.6,629465,657080.2,664686.8,685632.7,722686.6,741717.2,787487.8,853520.9,851243.1
17000,Illinois,6,  Disposable personal income,523039.5,528372.8,548692.2,570633.8,580489.9,601729.6,635136.3,651321.3,696065.2,743674.1,726281.3
17000,Illinois,7,  Personal consumption expenditures,465517.9,476304.5,492993.4,507894.4,522413.6,539587.6,562269.9,573954.2,561359.8,627074,683721
17000,Illinois,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
17000,Illinois,8,  Real per capita personal income 4,45507,46191,47943,50400,50167,50428,52025,53512,55766,57522,(NA)
17000,Illinois,9,  Real per capita PCE 5,35548,35925,36887,38064,38537,38878,39830,40752,38925,42266,(NA)
17000,Illinois,,Per capita current dollar statistics,,,,,,,,,,,
17000,Illinois,10,  Per capita personal income 6,45932,46731,48531,50682,51340,53049,56072,57721,61587,67278,67655
17000,Illinois,11,  Per capita disposable personal income 7,40458,40766,42304,44014,44837,46557,49279,50686,54437,58619,57724
17000,Illinois,12,  Per capita personal consumption expenditures (PCE) 8,36008,36749,38009,39175,40351,41749,43625,44665,43902,49429,54341
17000,Illinois,,Price indexes,,,,,,,,,,,
17000,Illinois,13,  Regional price parities (RPPs) 9,101.29,100.627,99.959,99.155,99.802,100.491,100.556,99.548,100.571,101.412,(NA)
17000,Illinois,14,  Implicit regional price deflator 10,101.29,101.99,102.845,102.244,103.942,106.574,108.919,109.436,111.779,117.253,(NA)
17000,Illinois,,Employment,,,,,,,,,,,
17000,Illinois,15,  Total employment (number of jobs),7434721,7503553,7613604,7748859,7804672,7823072,7880803,7859053,7519019,7749727,8094358
18000,Indiana,,Real dollar statistics,,,,,,,,,,,
18000,Indiana,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),357535.8,368762.9,371044.5,359184.7,384051,396009.2
18000,Indiana,2,  Real personal income (millions of constant (2012) dollars) 2,277376.5,276740,283521.7,297867.2,303410.1,312858,314992.3,323719.1,348011.8,359702.4,(NA)
18000,Indiana,3,  Real PCE (millions of constant (2012) dollars) 3,221066,222831.7,226601.1,234366.3,239991.2,251156.5,252517.5,254537.4,253201.5,271023.5,(NA)
18000,Indiana,,Current dollar statistics (millions of dollars),,,,,,,,,,,
18000,Indiana,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),357535.8,377376.9,385446.2,377901.1,422951.9,470323.6
18000,Indiana,5,  Personal income,256284.7,259534.8,269159.1,279385.7,287275.2,297990.5,313127.2,326386.7,351106.6,387919.3,398522.6
18000,Indiana,6,  Disposable personal income,232188.7,233313.5,242163.9,250011.3,256746.2,267878.7,283620.4,293862.8,316416.7,346145.8,350626.4
18000,Indiana,7,  Personal consumption expenditures,205349.2,210037.4,217279.8,222792.9,230556.9,241847.3,252840.8,259039.6,259287,290016.5,318273.8
18000,Indiana,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
18000,Indiana,8,  Real per capita personal income 4,42372,42051,42894,44937,45568,46794,46834,47875,51286,52851,(NA)
18000,Indiana,9,  Real per capita PCE 5,33770,33859,34282,35357,36044,37565,37545,37644,37314,39821,(NA)
18000,Indiana,,Per capita current dollar statistics,,,,,,,,,,,
18000,Indiana,10,  Per capita personal income 6,39150,39436,40721,42149,43145,44570,46556,48270,51719,56934,58323
18000,Indiana,11,  Per capita disposable personal income 7,35469,35452,36637,37717,38560,40066,42169,43460,46609,50803,51313
18000,Indiana,12,  Per capita personal consumption expenditures (PCE) 8,31369,31915,32872,33611,34627,36173,37593,38310,38193,42565,46579
18000,Indiana,,Price indexes,,,,,,,,,,,
18000,Indiana,13,  Regional price parities (RPPs) 9,93.195,93.428,93.457,92.239,92.156,90.931,92.752,92.82,91.898,92.735,(NA)
18000,Indiana,14,  Implicit regional price deflator 10,93.195,94.693,96.155,95.113,95.979,96.435,100.467,102.04,102.139,107.22,(NA)
18000,Indiana,,Employment,,,,,,,,,,,
18000,Indiana,15,  Total employment (number of jobs),3642274,3684167,3740470,3796439,3847508,3903424,3963724,3969603,3843114,3978425,4140665
19000,Iowa,,Real dollar statistics,,,,,,,,,,,
19000,Iowa,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),187125,189245.1,188318.4,187136.7,198470.8,197846.3
19000,Iowa,2,  Real personal income (millions of constant (2012) dollars) 2,144969,145253.8,147480.6,156301.1,155385.6,158138.6,157170.1,159420.7,169972.8,176780.1,(NA)
19000,Iowa,3,  Real PCE (millions of constant (2012) dollars) 3,110345.6,110831.8,112384.2,117133,118522.7,121609.9,120029.3,120697.1,118924.9,128752.2,(NA)
19000,Iowa,,Current dollar statistics (millions of dollars),,,,,,,,,,,
19000,Iowa,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),187125,193155.1,196085.1,199447,220818.2,238342.3
19000,Iowa,5,  Personal income,131137,133435.1,137733.5,142521.2,143839.9,147911.5,154686,158118.5,167778.9,185621.7,192742.4
19000,Iowa,6,  Disposable personal income,118077.1,119480.8,123370,127158.9,128254.5,132160.8,139211,141842.9,151353,166031.3,170345.5
19000,Iowa,7,  Personal consumption expenditures,100180.8,102664.9,106618.9,108540.1,112218.4,116352.5,119934.4,122945,120916.6,135091.2,145480.9
19000,Iowa,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
19000,Iowa,8,  Real per capita personal income 4,47029,46822,47245,49839,49338,50002,49558,50072,53305,55364,(NA)
19000,Iowa,9,  Real per capita PCE 5,35797,35726,36002,37350,37633,38452,37847,37909,37296,40322,(NA)
19000,Iowa,,Per capita current dollar statistics,,,,,,,,,,,
19000,Iowa,10,  Per capita personal income 6,42541,43012,44123,45445,45672,46769,48775,49663,52586,58049,60222
19000,Iowa,11,  Per capita disposable personal income 7,38305,38514,39522,40547,40723,41788,43895,44551,47438,51922,53224
19000,Iowa,12,  Per capita personal consumption expenditures (PCE) 8,32499,33094,34155,34610,35631,36790,37817,38615,37898,42247,45455
19000,Iowa,,Price indexes,,,,,,,,,,,
19000,Iowa,13,  Regional price parities (RPPs) 9,91.293,91.657,92.082,89.866,90.276,89.313,91.795,91.694,90.268,89.568,(NA)
19000,Iowa,14,  Implicit regional price deflator 10,91.293,92.898,94.741,92.665,94.021,94.719,99.429,100.802,100.328,103.559,(NA)
19000,Iowa,,Employment,,,,,,,,,,,
19000,Iowa,15,  Total employment (number of jobs),1993406,2019403,2038999,2059821,2066676,2061826,2076505,2070466,2009821,2053873,2113995
20000,Kansas,,Real dollar statistics,,,,,,,,,,,
20000,Kansas,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),166273.6,169796.9,170351.7,168540.8,172839.8,174794.6
20000,Kansas,2,  Real personal income (millions of constant (2012) dollars) 2,139449.7,141341.6,141648.7,143875.2,143913.7,146990.2,148691.7,152426.4,160785.7,164557.3,(NA)
20000,Kansas,3,  Real PCE (millions of constant (2012) dollars) 3,100621.4,101402.8,102717.4,105720.3,107598.3,110256.2,111288.2,112298.4,110676.4,120136.6,(NA)
20000,Kansas,,Current dollar statistics (millions of dollars),,,,,,,,,,,
20000,Kansas,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),166273.6,173373,176917.7,177720.6,191831.7,209326.1
20000,Kansas,5,  Personal income,129849.7,132519,134773.9,136189.1,136753.6,141311.8,147407.4,152926.2,161704.7,172071,177474.7
20000,Kansas,6,  Disposable personal income,117210.5,118814.7,120832.3,121933.7,122553.1,126799.2,132255.8,136926.5,145220.8,152140.4,154889.3
20000,Kansas,7,  Personal consumption expenditures,94824.3,96405.5,99265.8,101823.5,104334.8,107464.7,111300,114331.6,113231.5,124678.4,135311.8
20000,Kansas,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
20000,Kansas,8,  Real per capita personal income 4,48234,48711,48651,49227,49164,50212,50721,51956,54766,56075,(NA)
20000,Kansas,9,  Real per capita PCE 5,34804,34946,35280,36172,36758,37663,37962,38278,37698,40938,(NA)
20000,Kansas,,Per capita current dollar statistics,,,,,,,,,,,
20000,Kansas,10,  Per capita personal income 6,44914,45670,46290,46597,46718,48272,50283,52127,55041,58569,60424
20000,Kansas,11,  Per capita disposable personal income 7,40542,40947,41502,41720,41867,43314,45114,46673,49430,51785,52735
20000,Kansas,12,  Per capita personal consumption expenditures (PCE) 8,32799,33224,34094,34839,35643,36710,37966,38971,38541,42438,46069
20000,Kansas,,Price indexes,,,,,,,,,,,
20000,Kansas,13,  Regional price parities (RPPs) 9,94.036,93.651,94.051,93.406,92.62,91.586,92.428,92.771,92.249,91.157,(NA)
20000,Kansas,14,  Implicit regional price deflator 10,94.036,94.919,96.766,96.316,96.463,97.13,100.115,101.986,102.529,105.396,(NA)
20000,Kansas,,Employment,,,,,,,,,,,
20000,Kansas,15,  Total employment (number of jobs),1841411,1868968,1895912,1910992,1916188,1913433,1925926,1924114,1878887,1920925,1982258
21000,Kentucky,,Real dollar statistics,,,,,,,,,,,
21000,Kentucky,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),203564,205940.1,211739.7,206288.8,214565.1,217568.1
21000,Kentucky,2,  Real personal income (millions of constant (2012) dollars) 2,173823.7,171809.1,177770.7,186364.2,188248.4,191799.5,195792.1,200944.7,216979.6,225018.8,(NA)
21000,Kentucky,3,  Real PCE (millions of constant (2012) dollars) 3,144875.5,144614.8,147862.9,152975.8,157500.4,161653.4,166711.2,167424.2,165863.1,178612.3,(NA)
21000,Kentucky,,Current dollar statistics (millions of dollars),,,,,,,,,,,
21000,Kentucky,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),203564,210509.1,220683.3,218755.2,237925.9,258981.2
21000,Kentucky,5,  Personal income,156564.9,157905.4,164862.1,172269.4,175275.6,180836.1,186931.1,195419.7,211966.8,232362.6,234281.9
21000,Kentucky,6,  Disposable personal income,141735.8,141839.9,147914.4,153771,156260.1,161763.3,167970.7,175376.9,192033.9,208683.7,207034.7
21000,Kentucky,7,  Personal consumption expenditures,131199.1,134476.7,138524.8,143701.2,148443,154214.4,161272,165100.4,164458.8,184891.2,199412.3
21000,Kentucky,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
21000,Kentucky,8,  Real per capita personal income 4,39559,38908,40141,41940,42231,42853,43633,44673,48175,49900,(NA)
21000,Kentucky,9,  Real per capita PCE 5,32971,32749,33388,34426,35333,36118,37152,37221,36826,39609,(NA)
21000,Kentucky,,Per capita current dollar statistics,,,,,,,,,,,
21000,Kentucky,10,  Per capita personal income 6,35631,35759,37226,38768,39321,40404,41658,43445,47026,51561,51921
21000,Kentucky,11,  Per capita disposable personal income 7,32257,32121,33399,34605,35055,36142,37433,38989,42604,46306,45882
21000,Kentucky,12,  Per capita personal consumption expenditures (PCE) 8,29859,30453,31279,32339,33301,34456,35940,36704,36486,41027,44193
21000,Kentucky,,Price indexes,,,,,,,,,,,
21000,Kentucky,13,  Regional price parities (RPPs) 9,90.816,91.56,91.277,90.873,90.565,89.887,89.015,89.529,89.039,89.124,(NA)
21000,Kentucky,14,  Implicit regional price deflator 10,90.816,92.8,93.912,93.705,94.322,95.329,96.418,98.422,98.962,103.046,(NA)
21000,Kentucky,,Employment,,,,,,,,,,,
21000,Kentucky,15,  Total employment (number of jobs),2389067,2407581,2439916,2473925,2498703,2520120,2546178,2549943,2471693,2558304,2658979
22000,Louisiana,,Real dollar statistics,,,,,,,,,,,
22000,Louisiana,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),239830.7,245220.3,246361.1,228825.3,234014.4,231262.3
22000,Louisiana,2,  Real personal income (millions of constant (2012) dollars) 2,200486.3,200830.7,206650.2,208111.7,203909.5,210981.7,219336.7,222219,234479.7,238268.8,(NA)
22000,Louisiana,3,  Real PCE (millions of constant (2012) dollars) 3,152495.2,154584.9,157822.6,162333.3,163217.7,168800.3,174401.6,175541.5,171999.7,185315.8,(NA)
22000,Louisiana,,Current dollar statistics (millions of dollars),,,,,,,,,,,
22000,Louisiana,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),239830.7,256444.4,257096.7,236135.9,263162.7,291951.9
22000,Louisiana,5,  Personal income,187190.7,189741.3,197729.8,198425.9,197411.9,203454.9,212320.8,219278,233715,252319.2,250170.6
22000,Louisiana,6,  Disposable personal income,170767.5,171884.1,178989,180068.9,178775,185213.7,194327.8,199955,216262.8,231617.4,226482.6
22000,Louisiana,7,  Personal consumption expenditures,144035.6,148333.2,153367.7,157431.6,161306.7,166452.2,172147.2,176460.2,173941.4,194871.2,207376.7
22000,Louisiana,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
22000,Louisiana,8,  Real per capita personal income 4,43550,43393,44452,44558,43518,45095,46967,47640,50413,51528,(NA)
22000,Louisiana,9,  Real per capita PCE 5,33125,33400,33949,34757,34834,36079,37345,37633,36980,40077,(NA)
22000,Louisiana,,Per capita current dollar statistics,,,,,,,,,,,
22000,Louisiana,10,  Per capita personal income 6,40662,40997,42533,42484,42132,43486,45464,47009,50243,54531,54501
22000,Louisiana,11,  Per capita disposable personal income 7,37095,37138,38502,38554,38154,39587,41611,42867,46491,50057,49340
22000,Louisiana,12,  Per capita personal consumption expenditures (PCE) 8,31288,32050,32991,33707,34426,35577,36862,37830,37393,42115,45178
22000,Louisiana,,Price indexes,,,,,,,,,,,
22000,Louisiana,13,  Regional price parities (RPPs) 9,94.285,94.205,94.335,93.996,94.462,92.346,90.74,91.21,90.967,91.276,(NA)
22000,Louisiana,14,  Implicit regional price deflator 10,94.285,95.48,97.058,96.924,98.381,97.937,98.286,100.27,101.105,105.533,(NA)
22000,Louisiana,,Employment,,,,,,,,,,,
22000,Louisiana,15,  Total employment (number of jobs),2601173,2642042,2684809,2696540,2691337,2692542,2725271,2717570,2592841,2694974,2784711
23000,Maine,,Real dollar statistics,,,,,,,,,,,
23000,Maine,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),63000.6,64806.3,66351.2,67420.6,70869.9,72413.5
23000,Maine,2,  Real personal income (millions of constant (2012) dollars) 2,55982.8,54930.2,58380.4,59182.9,60827.6,60581.9,61629,66174.8,69102.6,71621.7,(NA)
23000,Maine,3,  Real PCE (millions of constant (2012) dollars) 3,51326.9,51359,54213.2,54023.1,55526.2,55784.2,56805.2,59471.6,56513.2,61731.5,(NA)
23000,Maine,,Current dollar statistics (millions of dollars),,,,,,,,,,,
23000,Maine,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),63000.6,66216,69298.2,72091.6,78918.4,85801.2
23000,Maine,5,  Personal income,53227.3,53240.2,54984.6,57356.5,59286.8,61740.1,64463.2,67842.2,74042.4,80825.7,83950.6
23000,Maine,6,  Disposable personal income,48197.8,47819.9,49435.7,51298.6,52865.1,55340.1,58105,60749.2,66564,71759.7,73437.7
23000,Maine,7,  Personal consumption expenditures,49282.6,50464.5,51398.4,52951.5,55482.4,58157.7,61115.1,62865.5,62954.8,71244.8,77286.9
23000,Maine,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
23000,Maine,8,  Real per capita personal income 4,42064,41220,43681,44310,45388,45047,45633,48748,50726,52193,(NA)
23000,Maine,9,  Real per capita PCE 5,38566,38541,40563,40447,41432,41480,42062,43810,41484,44986,(NA)
23000,Maine,,Per capita current dollar statistics,,,,,,,,,,,
23000,Maine,10,  Per capita personal income 6,39993,39952,41140,42943,44238,45909,47732,49976,54301,58687,60599
23000,Maine,11,  Per capita disposable personal income 7,36214,35885,36988,38407,39446,41150,43024,44751,48816,52104,53011
23000,Maine,12,  Per capita personal consumption expenditures (PCE) 8,37030,37869,38457,39645,41399,43245,45253,46310,46170,51730,55789
23000,Maine,,Price indexes,,,,,,,,,,,
23000,Maine,13,  Regional price parities (RPPs) 9,96.206,96.659,93.133,95.748,94.844,97.317,97.617,94.86,97.706,97.205,(NA)
23000,Maine,14,  Implicit regional price deflator 10,96.206,97.968,95.821,98.731,98.778,103.208,105.736,104.282,108.595,112.39,(NA)
23000,Maine,,Employment,,,,,,,,,,,
23000,Maine,15,  Total employment (number of jobs),796939,803582,810909,816586,826729,834280,843918,842455,813101,849493,877326
24000,Maryland,,Real dollar statistics,,,,,,,,,,,
24000,Maryland,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),399714.5,402480.9,402346.2,388532.3,405905.3,412282.6
24000,Maryland,2,  Real personal income (millions of constant (2012) dollars) 2,291930.2,284549.4,291425.4,304565.5,315507.7,319905.6,323450.7,332933.7,343876.7,351518.8,(NA)
24000,Maryland,3,  Real PCE (millions of constant (2012) dollars) 3,215532,214782,219260.6,224179.5,229551.2,232794.3,237591.3,242284.8,227839.1,244214.2,(NA)
24000,Maryland,,Current dollar statistics (millions of dollars),,,,,,,,,,,
24000,Maryland,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),399714.5,410771.8,419447.6,413417.7,446941,480112.7
24000,Maryland,5,  Personal income,310420.4,309329.5,318983.1,332956.2,344195.1,356079,367831.3,380342.1,400176.1,426367.4,432933.4
24000,Maryland,6,  Disposable personal income,271959.7,267672.4,275659.4,286550.9,296325.1,307470.3,318406.1,326691,346569.6,363096.1,361505.2
24000,Maryland,7,  Personal consumption expenditures,231048.6,236202.1,243705.6,249981.7,256106.6,263750.7,273861,279180.1,269585.2,299768.1,324574.5
24000,Maryland,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,
24000,Maryland,8,  Real per capita personal income 4,49363,47724,48498,50347,51896,52333,52690,54016,55709,57017,(NA)
24000,Maryland,9,  Real per capita PCE 5,36445,36023,36489,37059,37757,38083,38703,39309,36911,39612,(NA)
24000,Maryland,,Per capita current dollar statistics,,,,,,,,,,,
24000,Maryland,10,  Per capita personal income 6,52490,51880,53084,55041,56614,58251,59919,61707,64825,69052,70228
24000,Maryland,11,  Per capita disposable personal income 7,45986,44894,45875,47369,48740,50299,51868,53003,56141,58805,58642
24000,Maryland,12,  Per capita personal consumption expenditures (PCE) 8,39069,39616,40557,41324,42125,43147,44612,45295,43670,48549,52651
24000,Maryland,,Price indexes,,,,,,,,,,,
24000,Maryland,13,  Regional price parities (RPPs) 9,107.087,108.162,107.686,107.715,106.853,106.845,106.384,105.159,106.419,106.223,(NA)
24000,Maryland,14,  Implicit regional price deflator 10,107.087,109.627,110.795,111.071,111.286,113.313,115.232,115.605,118.279,122.816,(NA)
24000,Maryland,,Employment,,,,,,,,,,,
24000,Maryland,15,  Total employment (number of jobs),3438930,3494007,3537737,3602930,3659063,3696841,3752933,3744535,3621705,3750161,3886891
25000,Massachusetts,,Real dollar statistics,,,,,,,,,,,
25000,Massachusetts,1,  Real GDP (millions of chained 2017 dollars) 1,(NA),(NA),(NA),(NA),(NA),530129.4,549262.1,566706.2,556196.4,591911.5,604357.7
25000,Massachusetts,2,  Real personal income (millions of constant (2012) dollars) 2,366255.1,368116,375208.9,398071.6,397805.5,408730.8,419097,436144.3,455315.4,475686.6,(NA)
25000,Massachusetts,3,  Real PCE (millions of constant (2012) dollars) 3,284261.6,290678.3,294294.9,303614.3,302062.6,308129.5,312546.9,318759.8,297282.3,331844.5,(NA)
25000,Massachusetts,,Current dollar statistics (millions of dollars),,,,,,,,,,,
25000,Massachusetts,4,  Gross domestic product (GDP),(NA),(NA),(NA),(NA),(NA),530129.4,559605,588617.5,589033.3,645434,691460.6
